,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
319,0.0,0.0,449429,0,0,1,-1,0,2,0.0,0.0,0,Jacob,0.0,270,False,Hamstring injury - Expected back 24 Nov,2024-10-19T23:00:05.640259Z,41,449429.jpg,1.6,Greaves,4.8,False,,i,10,40,11,691657,202,261608,26308,0.0,2.7,Greaves,241.0,630,0,0,1,14,0,0,0,1,0,0,0,53,154.8,4.7,55.0,21.5,7,0.42,0.01,0.43,15.70,91,31,355,117,158,29,190,56,,,,,,,0.06,0.0,0.0,0.06,2.24,2.0,574,157,440,164,268,86,80,28,1.0,0.14
320,0.0,0.0,167191,0,0,-1,1,0,3,0.0,0.0,0,Marcus,0.0,271,False,Loaned to Derby County,2024-08-31T08:21:56.022360Z,49,167191.jpg,1.0,Myers-Harness,0.0,False,,u,10,40,2,347,0,2249,24,0.0,0.4,Harness,,43,0,0,0,2,0,0,0,0,0,0,0,4,9.4,1.9,6.0,1.7,0,0.00,0.05,0.05,1.36,379,181,377,203,328,180,397,196,,,,,,,0.0,0.0,0.1,0.1,2.85,4.19,259,168,600,258,381,187,630,279,0.0,0.0
321,100.0,100.0,222625,0,0,-1,1,1,4,4.3,4.3,11,George,4.3,272,False,,2024-08-12T14:30:04.606990Z,54,222625.jpg,2.7,Hirst,0.0,False,,a,10,40,16,5250,2614,3163,313,0.8,3.0,Hirst,241.0,139,1,1,0,3,0,0,0,0,0,0,2,57,56.8,35.7,64.0,15.8,1,0.77,0.08,0.85,4.80,262,26,237,25,140,27,235,28,,,,,1.0,,0.5,0.0,0.05,0.55,3.11,1.94,133,38,40,11,153,24,512,65,0.65,0.0
322,0.0,0.0,524180,0,0,0,0,0,3,0.0,0.0,0,Cameron,0.0,273,False,Loaned to Wycombe,2024-08-23T12:39:48.370081Z,45,524180.jpg,0.0,Humphreys,0.0,False,,u,10,40,0,651,0,4493,61,0.0,0.0,Humphreys,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,591,255,591,261,567,248,594,258,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,444,272,552,227,597,261,601,259,0.0,0.0
323,100.0,100.0,503301,0,0,-2,2,0,3,1.3,1.3,0,Omari,1.3,274,False,,2024-09-08T23:00:06.812294Z,53,503301.jpg,2.2,Giraud-Hutchinson,0.3,False,,a,10,40,18,21911,519,46784,1852,0.2,3.4,Hutchinson,241.0,704,0,1,1,16,0,0,0,3,0,0,1,81,79.0,109.8,91.0,28.1,8,0.49,0.42,0.91,17.11,215,91,101,76,98,64,142,80,,,3.0,,,,0.06,0.0,0.05,0.11,2.19,2.05,164,98,226,113,203,87,299,97,1.02,0.13
324,50.0,0.0,222018,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,275,False,Thigh injury - 50% chance of playing,2024-10-19T23:00:05.652625Z,40,222018.jpg,1.0,Johnson,2.3,False,,d,10,40,4,193402,120,315087,10428,0.0,1.0,Johnson,241.0,221,0,1,0,10,0,0,0,0,0,0,0,7,59.4,20.6,0.0,8.0,2,0.00,0.22,0.22,9.43,252,90,279,83,404,139,306,99,,,,,,,0.0,0.0,0.09,0.09,3.84,4.07,610,178,389,130,335,111,127,47,0.81,0.0
325,0.0,0.0,94926,0,0,0,0,0,4,0.0,0.0,0,Freddie,0.0,276,False,Mutual termination of contract,2024-08-31T06:23:26.859072Z,45,94926.jpg,0.0,Ladapo,0.8,False,,u,10,40,0,59882,0,174408,3653,0.0,0.0,Ladapo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,546,45,544,45,513,45,549,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,359,64,500,41,552,47,215,38,0.0,0.0
326,0.0,0.0,106606,0,0,0,0,0,3,0.0,0.0,0,Massimo,0.0,277,False,Ankle injury - Unknown return date,2024-10-08T11:00:07.389122Z,45,106606.jpg,1.5,Luongo,0.4,False,,i,10,40,6,64588,73,62288,2953,0.0,1.3,Luongo,13.0,142,0,0,0,4,0,0,0,0,0,0,0,22,25.0,4.3,0.0,3.0,2,0.00,0.00,0.00,4.90,329,152,359,196,515,214,365,178,,,,,,,0.0,0.0,0.0,0.0,3.11,2.54,361,228,502,190,281,133,283,93,1.27,0.0
327,50.0,,74944,0,0,-1,1,0,3,0.7,1.3,0,Sam,1.3,278,False,Hamstring injury - 50% chance of playing,2024-10-26T20:00:07.464596Z,49,74944.jpg,2.5,Morsy,0.2,False,,d,10,40,20,28826,166,27391,3001,0.3,4.1,Morsy,63.0,713,1,0,1,16,0,0,0,4,0,0,2,118,137.0,89.1,16.0,24.2,8,0.22,0.57,0.79,17.19,125,44,124,89,268,150,171,93,,,,,,,0.03,0.0,0.07,0.1,2.17,2.02,248,161,218,105,163,71,333,116,1.01,0.13
328,0.0,0.0,246265,0,0,0,0,0,2,0.0,0.0,0,Corrie,0.0,279,False,Permanent transfer to Kilmarnock,2024-08-01T06:52:12.954431Z,40,246265.jpg,0.0,Ndaba,0.0,False,,u,10,40,0,0,0,526,11,0.0,0.0,Ndaba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,468,163,454,163,409,142,471,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,615,181,393,132,473,160,646,216,0.0,0.0
